FIPS,Category,"Mortality Rate, 1980*","Mortality Rate, 1985*","Mortality Rate, 1990*","Mortality Rate, 1995*","Mortality Rate, 2000*","Mortality Rate, 2005*","Mortality Rate, 2010*","Mortality Rate, 2014*",2010 Population,CO 8-hr (ppm),Pb 3-mo (µg/m3),NO2 AM (ppb),NO2 1-hr (ppb),O3 8-hr (ppm),PM10 24-hr (µg/m3),PM2.5 Wtd AM (µg/m3),PM2.5 24-hr (µg/m3),SO2 1-hr (ppb)
51161,Cirrhosis and other chronic liver diseases,15.57,14.96,13.42,13.29,13.42,13.99,14.52,15.0,92376.0,1,ND,5,31,0.064,ND,7.8,28,3
51161,Mental and substance use disorders,2.98,3.11,3.32,3.97,5.65,7.32,9.16,10.42,92376.0,1,ND,5,31,0.064,ND,7.8,28,3
51161,"Forces of nature, war, and legal intervention",0.24,0.67,0.19,0.16,0.17,0.96,0.2,0.04,92376.0,1,ND,5,31,0.064,ND,7.8,28,3
51161,Unintentional injuries,23.63,21.56,19.25,19.51,19.84,20.31,20.05,21.31,92376.0,1,ND,5,31,0.064,ND,7.8,28,3
51161,Nutritional deficiencies,1.81,1.9,1.93,2.18,2.61,1.86,1.6,1.78,92376.0,1,ND,5,31,0.064,ND,7.8,28,3
51161,"Other communicable, maternal, neonatal, and nutritional diseases",1.01,1.18,1.55,1.95,2.17,1.46,0.99,1.04,92376.0,1,ND,5,31,0.064,ND,7.8,28,3
51161,Cardiovascular diseases,469.33,438.0,365.79,358.32,331.86,282.65,237.92,239.12,92376.0,1,ND,5,31,0.064,ND,7.8,28,3
51161,"Diarrhea, lower respiratory, and other common infectious diseases",45.8,47.52,45.43,47.34,45.27,39.97,34.47,34.1,92376.0,1,ND,5,31,0.064,ND,7.8,28,3
51161,Maternal disorders,0.15,0.13,0.16,0.16,0.16,0.22,0.21,0.2,92376.0,1,ND,5,31,0.064,ND,7.8,28,3
51161,Other non-communicable diseases,7.93,7.58,7.15,6.72,6.3,6.15,5.79,5.89,92376.0,1,ND,5,31,0.064,ND,7.8,28,3
51161,Self-harm and interpersonal violence,19.9,18.76,17.75,17.68,16.78,16.83,17.3,18.1,92376.0,1,ND,5,31,0.064,ND,7.8,28,3
51161,Neoplasms,205.1,206.24,199.82,207.06,199.76,188.83,177.48,182.08,92376.0,1,ND,5,31,0.064,ND,7.8,28,3
51161,Transport injuries,19.11,16.81,15.54,14.79,14.64,13.81,11.1,11.1,92376.0,1,ND,5,31,0.064,ND,7.8,28,3
51161,Neglected tropical diseases and malaria,0.03,0.02,0.02,0.01,0.02,0.03,0.03,0.03,92376.0,1,ND,5,31,0.064,ND,7.8,28,3
51163,Neonatal disorders,6.97,5.0,4.21,3.21,3.14,3.14,2.57,2.27,22307.0,ND,ND,ND,ND,0.063,ND,ND,ND,ND
51163,HIV/AIDS and tuberculosis,0.75,1.01,4.38,7.49,2.1,1.66,0.98,0.79,22307.0,ND,ND,ND,ND,0.063,ND,ND,ND,ND
51163,Musculoskeletal disorders,3.15,3.22,3.33,3.62,3.96,3.55,3.12,2.99,22307.0,ND,ND,ND,ND,0.063,ND,ND,ND,ND
51163,"Diabetes, urogenital, blood, and endocrine diseases",42.9,44.47,46.02,50.59,56.42,56.68,54.45,54.03,22307.0,ND,ND,ND,ND,0.063,ND,ND,ND,ND
51163,Digestive diseases,22.18,21.61,20.12,19.47,18.64,16.96,15.76,15.09,22307.0,ND,ND,ND,ND,0.063,ND,ND,ND,ND
51163,Chronic respiratory diseases,42.53,45.32,46.63,50.72,55.35,53.81,52.29,51.47,22307.0,ND,ND,ND,ND,0.063,ND,ND,ND,ND
51163,Neurological disorders,118.63,117.97,117.68,119.43,119.83,118.45,107.49,105.84,22307.0,ND,ND,ND,ND,0.063,ND,ND,ND,ND
51163,Cirrhosis and other chronic liver diseases,18.23,17.71,16.34,15.41,15.32,15.9,16.72,16.91,22307.0,ND,ND,ND,ND,0.063,ND,ND,ND,ND
51163,Mental and substance use disorders,4.38,4.19,4.75,5.03,6.44,8.54,10.47,9.88,22307.0,ND,ND,ND,ND,0.063,ND,ND,ND,ND
51163,"Forces of nature, war, and legal intervention",0.44,0.41,0.32,0.27,0.27,1.89,0.25,0.06,22307.0,ND,ND,ND,ND,0.063,ND,ND,ND,ND
51163,Unintentional injuries,30.77,27.24,24.7,23.75,23.31,23.09,22.57,22.09,22307.0,ND,ND,ND,ND,0.063,ND,ND,ND,ND
51163,Nutritional deficiencies,1.66,1.64,1.6,1.71,1.72,1.33,1.18,1.16,22307.0,ND,ND,ND,ND,0.063,ND,ND,ND,ND
51163,"Other communicable, maternal, neonatal, and nutritional diseases",1.11,1.26,1.71,2.26,2.31,1.52,1.03,1.03,22307.0,ND,ND,ND,ND,0.063,ND,ND,ND,ND
51163,Cardiovascular diseases,596.32,525.95,437.61,393.7,347.92,279.63,235.37,219.95,22307.0,ND,ND,ND,ND,0.063,ND,ND,ND,ND
51163,"Diarrhea, lower respiratory, and other common infectious diseases",38.69,38.07,38.01,37.71,34.22,30.59,27.31,26.92,22307.0,ND,ND,ND,ND,0.063,ND,ND,ND,ND
51163,Maternal disorders,0.2,0.18,0.22,0.22,0.19,0.25,0.24,0.22,22307.0,ND,ND,ND,ND,0.063,ND,ND,ND,ND
51163,Other non-communicable diseases,10.18,9.45,8.81,7.75,7.17,6.77,6.33,6.2,22307.0,ND,ND,ND,ND,0.063,ND,ND,ND,ND
51163,Self-harm and interpersonal violence,23.52,22.55,22.31,21.3,18.63,18.73,18.77,19.23,22307.0,ND,ND,ND,ND,0.063,ND,ND,ND,ND
51163,Neoplasms,240.57,240.0,235.32,234.55,224.49,209.2,197.84,195.52,22307.0,ND,ND,ND,ND,0.063,ND,ND,ND,ND
51163,Transport injuries,31.52,27.39,25.83,24.24,22.98,22.01,17.74,17.01,22307.0,ND,ND,ND,ND,0.063,ND,ND,ND,ND
51163,Neglected tropical diseases and malaria,0.04,0.03,0.03,0.02,0.03,0.04,0.04,0.03,22307.0,ND,ND,ND,ND,0.063,ND,ND,ND,ND
51165,Neonatal disorders,7.4,5.42,4.67,3.66,3.53,3.55,2.95,2.59,76314.0,ND,ND,9,37,0.066,ND,8.3,38,2
51165,HIV/AIDS and tuberculosis,1.09,1.21,3.94,6.36,1.84,1.43,0.81,0.64,76314.0,ND,ND,9,37,0.066,ND,8.3,38,2
51165,Musculoskeletal disorders,2.7,2.79,2.89,3.17,3.62,3.39,2.98,2.95,76314.0,ND,ND,9,37,0.066,ND,8.3,38,2
51165,"Diabetes, urogenital, blood, and endocrine diseases",35.62,37.75,39.96,44.59,52.79,55.71,54.77,56.28,76314.0,ND,ND,9,37,0.066,ND,8.3,38,2
51165,Digestive diseases,17.85,17.36,16.08,15.65,15.24,14.35,13.03,12.72,76314.0,ND,ND,9,37,0.066,ND,8.3,38,2
51165,Chronic respiratory diseases,36.65,39.09,39.97,43.68,47.95,47.69,45.31,45.29,76314.0,ND,ND,9,37,0.066,ND,8.3,38,2
51165,Neurological disorders,90.81,91.05,87.89,93.19,93.59,97.48,94.7,99.64,76314.0,ND,ND,9,37,0.066,ND,8.3,38,2
51165,Cirrhosis and other chronic liver diseases,13.48,12.84,11.82,11.17,11.34,12.13,12.47,12.56,76314.0,ND,ND,9,37,0.066,ND,8.3,38,2
51165,Mental and substance use disorders,3.11,3.07,3.46,3.89,4.84,6.26,7.52,7.52,76314.0,ND,ND,9,37,0.066,ND,8.3,38,2
51165,"Forces of nature, war, and legal intervention",0.32,0.46,0.26,0.22,0.2,1.04,0.22,0.05,76314.0,ND,ND,9,37,0.066,ND,8.3,38,2
51165,Unintentional injuries,23.87,22.1,19.68,19.64,19.29,20.71,20.01,20.55,76314.0,ND,ND,9,37,0.066,ND,8.3,38,2
51165,Nutritional deficiencies,1.38,1.43,1.29,1.4,1.39,1.0,0.85,0.82,76314.0,ND,ND,9,37,0.066,ND,8.3,38,2
51165,"Other communicable, maternal, neonatal, and nutritional diseases",1.12,1.28,1.7,2.16,2.29,1.51,1.05,1.05,76314.0,ND,ND,9,37,0.066,ND,8.3,38,2
51165,Cardiovascular diseases,480.86,444.15,372.86,341.07,311.44,258.22,214.13,208.71,76314.0,ND,ND,9,37,0.066,ND,8.3,38,2
51165,"Diarrhea, lower respiratory, and other common infectious diseases",51.27,48.04,50.69,54.13,47.18,44.63,38.56,37.36,76314.0,ND,ND,9,37,0.066,ND,8.3,38,2
51165,Maternal disorders,0.16,0.14,0.16,0.17,0.15,0.22,0.21,0.19,76314.0,ND,ND,9,37,0.066,ND,8.3,38,2
51165,Other non-communicable diseases,8.16,7.9,7.34,6.53,6.29,6.01,5.67,5.67,76314.0,ND,ND,9,37,0.066,ND,8.3,38,2
51165,Self-harm and interpersonal violence,17.45,16.89,17.51,16.18,13.51,13.9,13.82,14.23,76314.0,ND,ND,9,37,0.066,ND,8.3,38,2
51165,Neoplasms,203.05,204.41,202.06,202.65,195.43,186.01,174.89,175.36,76314.0,ND,ND,9,37,0.066,ND,8.3,38,2
51165,Transport injuries,21.54,19.17,18.19,16.96,16.38,15.7,13.2,12.79,76314.0,ND,ND,9,37,0.066,ND,8.3,38,2
51165,Neglected tropical diseases and malaria,0.03,0.03,0.02,0.02,0.02,0.04,0.04,0.04,76314.0,ND,ND,9,37,0.066,ND,8.3,38,2
51775,Neonatal disorders,7.9,6.18,5.16,4.12,4.13,4.08,3.51,3.1,24802.0,ND,ND,ND,ND,ND,ND,8,22,ND
51775,HIV/AIDS and tuberculosis,1.18,1.59,5.92,10.16,3.33,2.79,1.84,1.52,24802.0,ND,ND,ND,ND,ND,ND,8,22,ND
51775,Musculoskeletal disorders,2.61,2.73,2.79,3.12,3.4,3.22,2.83,2.75,24802.0,ND,ND,ND,ND,ND,ND,8,22,ND
51775,"Diabetes, urogenital, blood, and endocrine diseases",47.68,51.08,52.43,59.2,66.58,67.83,65.86,66.22,24802.0,ND,ND,ND,ND,ND,ND,8,22,ND
51775,Digestive diseases,22.96,22.66,20.84,20.3,19.15,17.96,16.58,15.69,24802.0,ND,ND,ND,ND,ND,ND,8,22,ND
51775,Chronic respiratory diseases,51.72,56.36,58.0,64.87,68.73,68.82,66.11,64.8,24802.0,ND,ND,ND,ND,ND,ND,8,22,ND
51775,Neurological disorders,94.01,99.36,100.05,106.89,115.1,116.89,121.15,123.25,24802.0,ND,ND,ND,ND,ND,ND,8,22,ND
51775,Cirrhosis and other chronic liver diseases,23.7,23.28,20.39,19.42,19.05,20.25,20.83,20.57,24802.0,ND,ND,ND,ND,ND,ND,8,22,ND
51775,Mental and substance use disorders,6.35,6.54,7.4,8.78,11.08,15.48,16.85,18.44,24802.0,ND,ND,ND,ND,ND,ND,8,22,ND
51775,"Forces of nature, war, and legal intervention",0.31,0.31,0.25,0.21,0.22,1.11,0.25,0.05,24802.0,ND,ND,ND,ND,ND,ND,8,22,ND
51775,Unintentional injuries,27.8,24.74,21.15,20.32,20.11,20.4,19.77,18.71,24802.0,ND,ND,ND,ND,ND,ND,8,22,ND
51775,Nutritional deficiencies,1.71,1.79,1.71,1.86,1.86,1.47,1.3,1.27,24802.0,ND,ND,ND,ND,ND,ND,8,22,ND
51775,"Other communicable, maternal, neonatal, and nutritional diseases",1.5,1.7,2.14,2.78,2.83,1.93,1.3,1.25,24802.0,ND,ND,ND,ND,ND,ND,8,22,ND
51775,Cardiovascular diseases,600.83,585.7,484.64,442.33,398.78,331.17,288.59,273.91,24802.0,ND,ND,ND,ND,ND,ND,8,22,ND
51775,"Diarrhea, lower respiratory, and other common infectious diseases",56.48,58.44,55.77,57.82,56.18,48.86,46.63,44.84,24802.0,ND,ND,ND,ND,ND,ND,8,22,ND
51775,Maternal disorders,0.22,0.2,0.22,0.2,0.21,0.3,0.33,0.31,24802.0,ND,ND,ND,ND,ND,ND,8,22,ND
51775,Other non-communicable diseases,9.29,9.18,8.6,7.83,7.19,6.97,6.53,6.36,24802.0,ND,ND,ND,ND,ND,ND,8,22,ND
51775,Self-harm and interpersonal violence,26.25,25.55,24.02,23.27,20.62,21.22,20.89,21.52,24802.0,ND,ND,ND,ND,ND,ND,8,22,ND
51775,Neoplasms,252.1,258.63,250.18,252.47,238.94,226.84,213.85,212.81,24802.0,ND,ND,ND,ND,ND,ND,8,22,ND
51775,Transport injuries,20.35,18.14,16.28,15.32,14.39,13.61,10.98,10.12,24802.0,ND,ND,ND,ND,ND,ND,8,22,ND
51775,Neglected tropical diseases and malaria,0.03,0.03,0.02,0.02,0.02,0.03,0.03,0.03,24802.0,ND,ND,ND,ND,ND,ND,8,22,ND
51179,Neonatal disorders,7.93,5.82,4.93,3.82,3.81,3.89,3.37,2.94,128961.0,ND,ND,ND,ND,0.066,34,ND,ND,ND
51179,HIV/AIDS and tuberculosis,0.78,0.98,3.73,6.19,1.97,1.75,1.08,0.85,128961.0,ND,ND,ND,ND,0.066,34,ND,ND,ND
51179,Musculoskeletal disorders,2.64,2.61,2.64,2.95,3.24,3.12,2.72,2.67,128961.0,ND,ND,ND,ND,0.066,34,ND,ND,ND
51179,"Diabetes, urogenital, blood, and endocrine diseases",44.16,43.18,42.51,45.66,50.57,52.55,50.06,49.01,128961.0,ND,ND,ND,ND,0.066,34,ND,ND,ND
51179,Digestive diseases,20.75,19.6,17.92,17.51,16.75,16.01,14.81,14.45,128961.0,ND,ND,ND,ND,0.066,34,ND,ND,ND
51179,Chronic respiratory diseases,42.61,42.91,42.72,46.27,48.85,47.0,44.13,41.62,128961.0,ND,ND,ND,ND,0.066,34,ND,ND,ND
51179,Neurological disorders,142.43,139.34,134.0,138.2,146.22,130.59,119.96,115.55,128961.0,ND,ND,ND,ND,0.066,34,ND,ND,ND
51179,Cirrhosis and other chronic liver diseases,15.62,14.41,12.78,12.11,11.91,12.47,12.8,12.37,128961.0,ND,ND,ND,ND,0.066,34,ND,ND,ND
51179,Mental and substance use disorders,2.34,2.05,2.32,2.62,3.41,4.9,6.24,6.37,128961.0,ND,ND,ND,ND,0.066,34,ND,ND,ND
51179,"Forces of nature, war, and legal intervention",0.31,0.3,0.23,0.28,0.21,1.04,0.22,0.05,128961.0,ND,ND,ND,ND,0.066,34,ND,ND,ND
51179,Unintentional injuries,28.59,24.71,20.87,19.92,19.77,19.93,18.56,17.95,128961.0,ND,ND,ND,ND,0.066,34,ND,ND,ND
51179,Nutritional deficiencies,2.05,1.99,1.77,1.9,1.88,1.3,1.03,0.96,128961.0,ND,ND,ND,ND,0.066,34,ND,ND,ND
51179,"Other communicable, maternal, neonatal, and nutritional diseases",1.17,1.25,1.54,1.97,2.11,1.42,0.99,0.98,128961.0,ND,ND,ND,ND,0.066,34,ND,ND,ND
51179,Cardiovascular diseases,507.65,447.76,372.24,335.71,306.08,264.51,221.97,210.47,128961.0,ND,ND,ND,ND,0.066,34,ND,ND,ND
51179,"Diarrhea, lower respiratory, and other common infectious diseases",41.9,41.96,41.84,43.5,42.9,41.25,39.91,39.74,128961.0,ND,ND,ND,ND,0.066,34,ND,ND,ND
51179,Maternal disorders,0.13,0.11,0.13,0.13,0.13,0.19,0.2,0.19,128961.0,ND,ND,ND,ND,0.066,34,ND,ND,ND
51179,Other non-communicable diseases,8.69,7.9,7.25,6.43,5.91,5.62,5.14,5.06,128961.0,ND,ND,ND,ND,0.066,34,ND,ND,ND
51179,Self-harm and interpersonal violence,19.58,17.65,16.07,15.79,13.93,14.31,13.9,13.79,128961.0,ND,ND,ND,ND,0.066,34,ND,ND,ND
51179,Neoplasms,255.23,248.23,238.13,237.43,225.52,213.3,200.76,195.75,128961.0,ND,ND,ND,ND,0.066,34,ND,ND,ND
51179,Transport injuries,27.51,23.53,21.09,17.72,15.84,13.95,11.04,9.55,128961.0,ND,ND,ND,ND,0.066,34,ND,ND,ND
51179,Neglected tropical diseases and malaria,0.03,0.02,0.02,0.01,0.02,0.03,0.03,0.03,128961.0,ND,ND,ND,ND,0.066,34,ND,ND,ND
51800,Neonatal disorders,14.69,11.09,9.7,7.49,7.05,6.84,5.84,5.28,84585.0,ND,ND,ND,ND,0.061,ND,ND,ND,ND
51800,HIV/AIDS and tuberculosis,1.94,2.92,10.4,16.61,5.92,4.93,3.35,3.12,84585.0,ND,ND,ND,ND,0.061,ND,ND,ND,ND
51800,Musculoskeletal disorders,4.6,4.59,4.71,5.08,5.32,4.89,4.27,4.2,84585.0,ND,ND,ND,ND,0.061,ND,ND,ND,ND
51800,"Diabetes, urogenital, blood, and endocrine diseases",86.61,85.6,82.63,88.33,91.66,89.59,78.86,77.59,84585.0,ND,ND,ND,ND,0.061,ND,ND,ND,ND
51800,Digestive diseases,26.35,25.06,22.83,21.77,19.98,18.15,16.44,15.84,84585.0,ND,ND,ND,ND,0.061,ND,ND,ND,ND
51800,Chronic respiratory diseases,43.92,46.64,47.79,54.28,59.65,58.46,56.62,56.05,84585.0,ND,ND,ND,ND,0.061,ND,ND,ND,ND
51800,Neurological disorders,85.47,88.15,93.36,102.7,105.83,109.14,115.37,116.17,84585.0,ND,ND,ND,ND,0.061,ND,ND,ND,ND
51800,Cirrhosis and other chronic liver diseases,21.12,19.56,17.51,16.32,15.64,15.78,15.84,15.93,84585.0,ND,ND,ND,ND,0.061,ND,ND,ND,ND
51800,Mental and substance use disorders,5.76,5.14,4.99,5.24,6.14,7.61,8.18,8.38,84585.0,ND,ND,ND,ND,0.061,ND,ND,ND,ND
51800,"Forces of nature, war, and legal intervention",0.6,0.42,0.32,0.3,0.28,1.33,0.42,0.06,84585.0,ND,ND,ND,ND,0.061,ND,ND,ND,ND
51800,Unintentional injuries,37.14,31.51,27.07,25.49,22.47,21.4,20.9,19.99,84585.0,ND,ND,ND,ND,0.061,ND,ND,ND,ND
51800,Nutritional deficiencies,2.9,3.02,3.1,3.26,3.25,2.65,2.33,2.36,84585.0,ND,ND,ND,ND,0.061,ND,ND,ND,ND
51800,"Other communicable, maternal, neonatal, and nutritional diseases",1.67,1.91,2.32,2.75,2.87,1.83,1.28,1.34,84585.0,ND,ND,ND,ND,0.061,ND,ND,ND,ND
51800,Cardiovascular diseases,660.16,578.88,487.4,454.93,401.7,337.14,295.35,281.44,84585.0,ND,ND,ND,ND,0.061,ND,ND,ND,ND
51800,"Diarrhea, lower respiratory, and other common infectious diseases",47.94,47.92,48.63,49.36,45.62,42.16,38.46,40.67,84585.0,ND,ND,ND,ND,0.061,ND,ND,ND,ND
51800,Maternal disorders,0.49,0.41,0.42,0.34,0.34,0.45,0.46,0.45,84585.0,ND,ND,ND,ND,0.061,ND,ND,ND,ND
51800,Other non-communicable diseases,12.94,12.07,11.16,10.05,8.98,8.21,7.57,7.39,84585.0,ND,ND,ND,ND,0.061,ND,ND,ND,ND
51800,Self-harm and interpersonal violence,28.64,26.26,27.15,24.24,21.13,20.4,20.03,20.27,84585.0,ND,ND,ND,ND,0.061,ND,ND,ND,ND
51800,Neoplasms,290.84,287.95,278.53,279.16,263.45,246.27,233.02,229.71,84585.0,ND,ND,ND,ND,0.061,ND,ND,ND,ND
51800,Transport injuries,33.73,28.24,24.77,23.71,21.84,19.42,16.74,15.35,84585.0,ND,ND,ND,ND,0.061,ND,ND,ND,ND
51800,Neglected tropical diseases and malaria,0.06,0.05,0.03,0.02,0.03,0.05,0.04,0.04,84585.0,ND,ND,ND,ND,0.061,ND,ND,ND,ND
51810,Neonatal disorders,11.05,8.69,7.33,5.74,5.52,5.57,4.79,4.15,437994.0,ND,ND,ND,ND,ND,47,8,25,ND
51810,HIV/AIDS and tuberculosis,0.8,1.52,5.76,9.61,3.46,2.9,1.91,1.52,437994.0,ND,ND,ND,ND,ND,47,8,25,ND
51810,Musculoskeletal disorders,2.67,2.75,2.86,3.25,3.56,3.21,2.78,2.77,437994.0,ND,ND,ND,ND,ND,47,8,25,ND
51810,"Diabetes, urogenital, blood, and endocrine diseases",42.18,42.85,44.11,50.74,56.6,56.01,52.38,53.28,437994.0,ND,ND,ND,ND,ND,47,8,25,ND
51810,Digestive diseases,19.21,18.56,16.85,16.53,15.62,14.15,12.89,12.49,437994.0,ND,ND,ND,ND,ND,47,8,25,ND
51810,Chronic respiratory diseases,45.29,47.05,47.92,53.88,56.08,53.75,50.24,46.18,437994.0,ND,ND,ND,ND,ND,47,8,25,ND
51810,Neurological disorders,92.97,97.13,101.23,97.34,96.87,104.19,105.86,112.84,437994.0,ND,ND,ND,ND,ND,47,8,25,ND
51810,Cirrhosis and other chronic liver diseases,14.86,14.4,13.1,12.52,12.9,13.24,13.63,13.56,437994.0,ND,ND,ND,ND,ND,47,8,25,ND
51810,Mental and substance use disorders,2.86,2.74,3.04,3.54,5.3,7.61,7.23,9.03,437994.0,ND,ND,ND,ND,ND,47,8,25,ND
51810,"Forces of nature, war, and legal intervention",0.15,0.15,0.13,0.16,0.18,1.17,0.15,0.03,437994.0,ND,ND,ND,ND,ND,47,8,25,ND
51810,Unintentional injuries,21.45,19.57,18.03,17.82,18.35,19.3,19.22,18.99,437994.0,ND,ND,ND,ND,ND,47,8,25,ND
51810,Nutritional deficiencies,1.89,2.08,2.29,2.72,2.65,1.8,1.66,1.62,437994.0,ND,ND,ND,ND,ND,47,8,25,ND
51810,"Other communicable, maternal, neonatal, and nutritional diseases",1.18,1.46,1.74,2.27,2.39,1.64,1.21,1.17,437994.0,ND,ND,ND,ND,ND,47,8,25,ND
51810,Cardiovascular diseases,492.3,443.13,382.65,351.18,314.9,255.27,221.49,212.98,437994.0,ND,ND,ND,ND,ND,47,8,25,ND
51810,"Diarrhea, lower respiratory, and other common infectious diseases",38.79,40.99,39.71,40.61,37.53,36.65,34.46,33.62,437994.0,ND,ND,ND,ND,ND,47,8,25,ND
51810,Maternal disorders,0.16,0.14,0.17,0.16,0.17,0.23,0.25,0.24,437994.0,ND,ND,ND,ND,ND,47,8,25,ND
51810,Other non-communicable diseases,10.27,9.42,9.0,8.08,7.48,6.83,6.29,6.25,437994.0,ND,ND,ND,ND,ND,47,8,25,ND
51810,Self-harm and interpersonal violence,18.32,17.54,18.62,17.23,15.82,16.35,17.28,17.47,437994.0,ND,ND,ND,ND,ND,47,8,25,ND
51810,Neoplasms,256.77,249.31,237.54,233.42,221.64,204.91,188.72,186.87,437994.0,ND,ND,ND,ND,ND,47,8,25,ND
51810,Transport injuries,16.31,14.18,12.36,10.72,10.81,10.76,8.49,8.4,437994.0,ND,ND,ND,ND,ND,47,8,25,ND
51810,Neglected tropical diseases and malaria,0.02,0.02,0.01,0.01,0.02,0.03,0.03,0.03,437994.0,ND,ND,ND,ND,ND,47,8,25,ND
51197,Neonatal disorders,6.86,5.08,4.51,3.52,3.45,3.52,2.97,2.69,29235.0,ND,ND,ND,ND,0.061,ND,ND,ND,ND
51197,HIV/AIDS and tuberculosis,0.8,0.98,4.13,7.3,1.94,1.5,0.89,0.71,29235.0,ND,ND,ND,ND,0.061,ND,ND,ND,ND
51197,Musculoskeletal disorders,3.16,3.21,3.4,3.75,4.09,3.87,3.27,3.22,29235.0,ND,ND,ND,ND,0.061,ND,ND,ND,ND
51197,"Diabetes, urogenital, blood, and endocrine diseases",51.16,54.99,61.02,70.55,84.18,89.61,86.85,91.85,29235.0,ND,ND,ND,ND,0.061,ND,ND,ND,ND
51197,Digestive diseases,20.44,20.22,19.69,19.68,19.21,18.78,17.15,17.09,29235.0,ND,ND,ND,ND,0.061,ND,ND,ND,ND
51197,Chronic respiratory diseases,44.95,49.49,54.71,62.51,70.19,75.16,75.81,78.84,29235.0,ND,ND,ND,ND,0.061,ND,ND,ND,ND
51197,Neurological disorders,67.62,71.66,74.98,80.47,89.08,97.14,91.29,97.7,29235.0,ND,ND,ND,ND,0.061,ND,ND,ND,ND
51197,Cirrhosis and other chronic liver diseases,16.82,16.8,16.48,16.53,16.77,18.88,19.78,20.52,29235.0,ND,ND,ND,ND,0.061,ND,ND,ND,ND
51197,Mental and substance use disorders,4.67,4.47,5.62,7.3,9.5,14.12,18.22,21.32,29235.0,ND,ND,ND,ND,0.061,ND,ND,ND,ND
51197,"Forces of nature, war, and legal intervention",0.27,0.28,0.22,0.18,0.18,0.97,0.19,0.05,29235.0,ND,ND,ND,ND,0.061,ND,ND,ND,ND
51197,Unintentional injuries,32.74,28.24,26.25,25.32,24.72,26.19,25.65,25.01,29235.0,ND,ND,ND,ND,0.061,ND,ND,ND,ND
51197,Nutritional deficiencies,1.73,1.86,1.96,2.34,2.4,1.98,1.83,1.81,29235.0,ND,ND,ND,ND,0.061,ND,ND,ND,ND
51197,"Other communicable, maternal, neonatal, and nutritional diseases",1.1,1.27,1.78,2.43,2.41,1.59,1.09,1.06,29235.0,ND,ND,ND,ND,0.061,ND,ND,ND,ND
51197,Cardiovascular diseases,563.87,516.33,459.13,436.07,400.66,354.03,298.58,296.17,29235.0,ND,ND,ND,ND,0.061,ND,ND,ND,ND
51197,"Diarrhea, lower respiratory, and other common infectious diseases",52.84,53.57,57.22,56.66,49.94,46.04,40.07,41.14,29235.0,ND,ND,ND,ND,0.061,ND,ND,ND,ND
51197,Maternal disorders,0.2,0.18,0.24,0.26,0.22,0.3,0.28,0.27,29235.0,ND,ND,ND,ND,0.061,ND,ND,ND,ND
51197,Other non-communicable diseases,9.39,8.94,8.72,8.09,7.67,7.69,7.18,7.25,29235.0,ND,ND,ND,ND,0.061,ND,ND,ND,ND
51197,Self-harm and interpersonal violence,26.89,24.31,25.03,23.79,20.3,22.15,20.94,21.55,29235.0,ND,ND,ND,ND,0.061,ND,ND,ND,ND
51197,Neoplasms,220.72,224.79,231.86,238.0,231.1,228.2,215.53,221.85,29235.0,ND,ND,ND,ND,0.061,ND,ND,ND,ND
51197,Transport injuries,29.26,24.9,25.34,24.43,23.56,23.6,20.17,19.25,29235.0,ND,ND,ND,ND,0.061,ND,ND,ND,ND
51197,Neglected tropical diseases and malaria,0.04,0.03,0.03,0.02,0.02,0.04,0.03,0.03,29235.0,ND,ND,ND,ND,0.061,ND,ND,ND,ND
53001,Neonatal disorders,7.11,5.29,4.52,3.49,3.52,3.6,3.01,2.72,18728.0,ND,ND,ND,ND,ND,ND,IN,IN,ND
53001,HIV/AIDS and tuberculosis,0.53,0.68,2.87,4.92,1.38,1.15,0.74,0.6,18728.0,ND,ND,ND,ND,ND,ND,IN,IN,ND
53001,Musculoskeletal disorders,2.49,2.66,2.89,3.3,3.8,3.67,3.42,3.47,18728.0,ND,ND,ND,ND,ND,ND,IN,IN,ND
53001,"Diabetes, urogenital, blood, and endocrine diseases",45.09,49.45,54.6,63.86,74.81,82.59,85.34,91.63,18728.0,ND,ND,ND,ND,ND,ND,IN,IN,ND
53001,Digestive diseases,18.61,18.77,18.17,18.12,17.87,17.18,16.52,16.69,18728.0,ND,ND,ND,ND,ND,ND,IN,IN,ND
53001,Chronic respiratory diseases,41.53,44.09,45.29,48.89,51.34,50.39,48.37,48.43,18728.0,ND,ND,ND,ND,ND,ND,IN,IN,ND
53001,Neurological disorders,97.7,94.69,91.29,87.47,84.06,82.59,80.59,81.95,18728.0,ND,ND,ND,ND,ND,ND,IN,IN,ND
53001,Cirrhosis and other chronic liver diseases,12.98,12.92,12.44,12.23,12.68,14.47,15.95,16.81,18728.0,ND,ND,ND,ND,ND,ND,IN,IN,ND
53001,Mental and substance use disorders,2.93,2.8,3.12,3.49,4.33,5.91,6.87,6.8,18728.0,ND,ND,ND,ND,ND,ND,IN,IN,ND
53001,"Forces of nature, war, and legal intervention",0.27,0.29,0.27,0.27,0.28,1.5,0.38,0.08,18728.0,ND,ND,ND,ND,ND,ND,IN,IN,ND
53001,Unintentional injuries,22.99,22.09,21.04,20.48,20.31,21.45,21.66,21.95,18728.0,ND,ND,ND,ND,ND,ND,IN,IN,ND
